"do you have a portfolio of your work i can view, and did you make all the cakes in it?",,,,,,,,,,,,,,,,
what are your specialties?,,,,,,,,,,,,,,,,
"can you design a custom cake to match my theme, dress or color scheme, or do i select from set designs?",,,,,,,,,,,,,,,,
"if i provide you with a picture of what i’d like, can you recreate it? does it cost extra for a custom design?",,,,,,,,,,,,,,,,
can you adapt it for my wedding cake design?,,,,,,,,,,,,,,,,
"if i don’t have a clear vision of what i would like, can you offer some design ideas based on my theme and budget?",,,,,,,,,,,,,,,,
what flavors and fillings do you offer?,,,,,,,,,,,,,,,,
do you have cake tastings? is there a charge?,,,,,,,,,,,,,,,,
are there any other icing options i should consider? which do you recommend for my cake design?,,,,,,,,,,,,,,,,
"can you create sugar paste, gum paste or chocolate flowers? if i decide to have fresh flowers on my cake will you work with my florist or will you obtain and arrange the flowers yourself?",,,,,,,,,,,,,,,,
will you preserve the top tier of my cake for my first wedding anniversary or do you provide a special cake for the occasion?,,,,,,,,,,,,,,,,
can you make a groom’s cake? is this priced the same as my wedding cake?,,,,,,,,,,,,,,,,
what are your strengths?,,,,,,,,,,,,,,,,
what are your weaknesses?,,,,,,,,,,,,,,,,
why do you want this job?,,,,,,,,,,,,,,,,
where would you like to be in your career five years from now?,,,,,,,,,,,,,,,,
what's your ideal company?,,,,,,,,,,,,,,,,
what attracted you to this company?,,,,,,,,,,,,,,,,
why should we hire you?,,,,,,,,,,,,,,,,
what did you like least about your last job?,,,,,,,,,,,,,,,,
when were you most satisfied in your job?,,,,,,,,,,,,,,,,
what can you do for us that other candidates can't?,,,,,,,,,,,,,,,,
what were the responsibilities of your last position?,,,,,,,,,,,,,,,,
why are you leaving your present job?,,,,,,,,,,,,,,,,
what do you know about this industry?,,,,,,,,,,,,,,,,
what do you know about our company?,,,,,,,,,,,,,,,,
are you willing to relocate?,,,,,,,,,,,,,,,,
do you have any questions for me?,,,,,,,,,,,,,,,,
"what was the last project you headed up, and what was its outcome?",,,,,,,,,,,,,,,,
can you describe a time when your work was criticized?,,,,,,,,,,,,,,,,
have you ever been on a team where someone was not pulling their own weight? how did you handle it?,,,,,,,,,,,,,,,,
how did you handle it?,,,,,,,,,,,,,,,,
"what is your greatest failure, and what did you learn from it?",,,,,,,,,,,,,,,,
"what irritates you about other people, and how do you deal with it?",,,,,,,,,,,,,,,,
"if i were your supervisor and asked you to do something that you disagreed with, what would you do?",,,,,,,,,,,,,,,,
"what was the most difficult period in your life, and how did you deal with it?",,,,,,,,,,,,,,,,
how did you handle it?,,,,,,,,,,,,,,,,
"what irritates you about other people, and how do you deal with it?",,,,,,,,,,,,,,,,
"if you were at a business lunch and you ordered a rare steak and they brought it to you well done, what would you do?",,,,,,,,,,,,,,,,
"if you found out your company was doing something against the law, like fraud, what would you do?",,,,,,,,,,,,,,,,
"what assignment was too difficult for you, and how did you resolve the issue?",,,,,,,,,,,,,,,,
what's the most difficult decision you've made in the last two years and how did you come to that decision?,,,,,,,,,,,,,,,,
what salary are you seeking?,,,,,,,,,,,,,,,,
what's your salary history?,,,,,,,,,,,,,,,,
"if i were to give you this salary you requested but let you write your job description for the next year, what would it say?",,,,,,,,,,,,,,,,
what are you looking for in terms of career development?,,,,,,,,,,,,,,,,
how do you want to improve yourself in the next year?,,,,,,,,,,,,,,,,
what kind of goals would you have in mind if you got this job?,,,,,,,,,,,,,,,,
"if i were to ask your last supervisor to provide you additional training or exposure, what would she suggest?",,,,,,,,,,,,,,,,
how would you go about establishing your credibility quickly with the team?,,,,,,,,,,,,,,,,
how long will it take for you to make a significant contribution?,,,,,,,,,,,,,,,,
what do you see yourself doing within the first 30 days of this job?,,,,,,,,,,,,,,,,
"if selected for this position, can you describe your strategy for the first 90 days?",,,,,,,,,,,,,,,,
how would you describe your work style?,,,,,,,,,,,,,,,,
what would be your ideal working environment?,,,,,,,,,,,,,,,,
what do you look for in terms of culture -- structured or entrepreneurial?,,,,,,,,,,,,,,,,
what techniques and tools do you use to keep yourself organized?,,,,,,,,,,,,,,,,
"if you had to choose one, would you consider yourself a big-picture person or a detail-oriented person?",,,,,,,,,,,,,,,,
who was your favorite manager and why?,,,,,,,,,,,,,,,,
what do you think of your previous boss?,,,,,,,,,,,,,,,,
was there a person in your career who really made a difference?,,,,,,,,,,,,,,,,
what kind of personality do you work best with and why?,,,,,,,,,,,,,,,,
what are you most proud of?,,,,,,,,,,,,,,,,
what do you like to do?,,,,,,,,,,,,,,,,
what are your lifelong dreams?,,,,,,,,,,,,,,,,
what do you ultimately want to become?,,,,,,,,,,,,,,,,
what is your personal mission statement?,,,,,,,,,,,,,,,,
what are three positive things your last boss would say about you?,,,,,,,,,,,,,,,,
what negative thing would your last boss say about you?,,,,,,,,,,,,,,,,
what three character traits would your friends use to describe you?,,,,,,,,,,,,,,,,
what are three positive character traits you don't have?,,,,,,,,,,,,,,,,
"if you were interviewing someone for this position, what traits would you look for?",,,,,,,,,,,,,,,,
who has impacted you most in your career and how?,,,,,,,,,,,,,,,,
what is your greatest fear?,,,,,,,,,,,,,,,,
what is your biggest regret and why?,,,,,,,,,,,,,,,,
what's the most important thing you learned in school?,,,,,,,,,,,,,,,,
why did you choose your major?,,,,,,,,,,,,,,,,
what will you miss about your present/last job?,,,,,,,,,,,,,,,,
what is your greatest achievement outside of work?,,,,,,,,,,,,,,,,
what are the qualities of a good leader? a bad leader?,,,,,,,,,,,,,,,,
do you think a leader should be feared or liked?,,,,,,,,,,,,,,,,
how do you feel about taking no for an answer?,,,,,,,,,,,,,,,,
how would you feel about working for someone who knows less than you?,,,,,,,,,,,,,,,,
how do you think i rate as an interviewer?,,,,,,,,,,,,,,,,
what kind of car do you drive?,,,,,,,,,,,,,,,,
"there's no right or wrong answer, but if you could be anywhere in the world right now, where would you be?",,,,,,,,,,,,,,,,
what's the last book you read?,,,,,,,,,,,,,,,,
what magazines do you subscribe to?,,,,,,,,,,,,,,,,
what's the best movie you've seen in the last year?,,,,,,,,,,,,,,,,
what would you do if you won the lottery?,,,,,,,,,,,,,,,,
who are your heroes?,,,,,,,,,,,,,,,,
what do you like to do for fun?,,,,,,,,,,,,,,,,
what do you do in your spare time?,,,,,,,,,,,,,,,,
what is your favorite memory from childhood?,,,,,,,,,,,,,,,,
how many times do a clock's hands overlap in a day?,,,,,,,,,,,,,,,,
how would you weigh a plane without scales?,,,,,,,,,,,,,,,,
"if you were an animal, which one would you want to be?",,,,,,,,,,,,,,,,
why is there fuzz on a tennis ball?,,,,,,,,,,,,,,,,
"if you could choose one superhero power, what would it be and why?",,,,,,,,,,,,,,,,
"if you could get rid of any one of the us states, which one would you get rid of and why?",,,,,,,,,,,,,,,,
